Sample_No,Sample_date,SourceNo,Rep,SingleSamp,Town,arsenic,fluoride,manganese,nitrate,nitrite,uranium,Latitude,Longitude
D010613001,10-Mar-08,7,a,Y,Thorndike,1.9,0.1,0.0034,0.45,0.01,0.25,44.58598273,-69.18796654
C057623001,20-Oct-08,10,a,Y,Thorndike,8.2,0.05,0.028,0.52,0.005,1.5,,
D049423001,27-Oct-08,4,a,Y,Thorndike,1.1,0.2,0.09,0.005,0.025,1,44.55943922,-69.27084723
C039760001,24-Aug-07,13,b,,Thorndike,0.73,0.1,0.0017,0.09,,,,
B031028001,24-Sep-06,2,a,Y,Tomhegan Twp,1.9,0.1,1.1,0.5,0.005,0.25,,
C030530001,16-Jul-07,1,a,,Tomhegan Twp,2.8,,,,,,,
B036777001,26-Mar-07,1,b,,Tomhegan Twp,3,0.1,0.076,0.5,0.005,0.25,,
A027921001,06-Dec-05,2,a,Y,Topsfield,1,0.1,0.00025,0.13,0.005,2.9,,
C040776001,13-Dec-07,1,a,,Topsfield,0.82,0.8,0.4,,0.005,10,,
C040753001,25-Sep-07,1,b,,Topsfield,1.1,,0.39,,,,,
B030432001,13-Oct-06,1,c,,Topsfield,0.96,,0.29,0.5,,,,
B023584001,28-Sep-06,1,d,,Topsfield,0.1,,0.045,,,0.5,,
A016851001,28-Jun-06,10,a,Y,Topsham,4.1,0.4,0.058,0.5,0.005,0.25,43.95215228,-69.93171793
B000610001,12-Jan-06,24,a,Y,Topsham,1.1,0.43,0.0068,0.05,0.005,0.25,43.94497053,-69.98814765
B009428001,15-Mar-06,26,a,,Topsham,5.6,0.1,,,,,43.96262052,-70.01534251
A013216001,25-Jul-05,8,a,Y,Topsham,2.5,0.1,0.0082,0.05,0.005,58,43.97183313,-69.92685127
A017168001,15-Aug-05,3,a,Y,Topsham,1.6,0.1,0.057,0.05,0.005,1.3,43.9541342,-69.97571797
B003027001,30-Jan-06,21,a,Y,Topsham,0.1,0.1,0.0006,0.05,0.005,0.6,43.98805846,-69.98400328
B007842001,27-Mar-06,28,a,Y,Topsham,0.6,0.1,0.11,0.39,0.005,7.2,43.98121568,-70.02692873
B019596001,05-Jun-06,33,a,Y,Topsham,0.1,0.1,0.0007,0.5,0.005,0.25,,
B035065001,10-Oct-06,15,a,Y,Topsham,0.1,0.1,0.63,0.5,0.005,0.25,43.9247485,-69.9258349
B035319001,23-Oct-06,6,a,Y,Topsham,5.2,0.29,0.079,0.5,0.005,0.25,43.93703382,-69.94541859
B036219001,06-Nov-06,14,a,Y,Topsham,3.5,0.22,0.046,0.5,0.005,0.25,,
C010686001,21-Mar-07,20,a,Y,Topsham,1,0.1,0.0082,1,0.005,27,43.98591105,-69.9855495
B035577001,21-Feb-07,9,a,Y,Topsham,0.1,0.1,0.00025,0.5,0.005,0.25,43.98847926,-70.0002926
B035651001,29-Mar-07,35,a,,Topsham,0.86,,,0.5,,,,
C003438001,31-Jan-07,11,a,Y,Topsham,0.63,0.1,0.00025,0.5,0.005,0.25,43.95956477,-69.96482909
C004334001,31-Jan-07,16,a,Y,Topsham,0.1,0.1,0.056,0.5,0.005,24,,
C014765001,16-Apr-07,27,a,Y,Topsham,5,0.1,0.026,0.5,0.005,15,43.9972559,-69.97758329
C053149001,16-Jul-08,32,a,Y,Topsham,12,0.5,0.013,0.005,0.005,0.25,,
D041038001,14-Oct-08,29,a,Y,Topsham,0.61,0.1,0.0067,0.43,0.025,7.3,43.94346504,-69.98647863
C044120001,25-Sep-07,19,a,Y,Topsham,0.67,0.05,0.00068,0.09,0.005,7.1,43.98251237,-69.95938254
C048035001,03-Oct-07,22,a,Y,Topsham,0.1,0.05,0.00051,0.78,0.005,,43.9348951,-69.90649605
C052954001,18-Dec-07,34,a,Y,Topsham,0.1,,,,,0.25,,
C058110001,26-Dec-07,30,a,Y,Topsham,5.9,0.7,0.0051,0.005,0.005,4.7,43.92131767,-69.93080207
D000023001,10-Apr-08,23,a,Y,Topsham,20,0.4,0.0022,0.005,0.005,2.1,,
D010104001,24-Sep-08,1,a,Y,Topsham,2.7,0.05,0.0046,0.05,0.01,6.6,,
D010591001,10-Mar-08,17,a,Y,Topsham,0.1,0.1,0.0025,0.005,0.01,,43.95943719,-69.91639503
D017252001,15-Apr-08,13,a,Y,Topsham,0.1,0.3,0.14,0.005,0.025,0.56,43.93921943,-69.93067903
D049191001,03-Nov-08,31,a,Y,Topsham,3,0.5,0.0011,2.7,0.025,16,43.95175751,-69.88672954
D026463001,23-Jun-08,18,a,Y,Topsham,0.1,0.2,0.0029,0.005,0.025,0.25,43.956373,-69.99972197
D027611001,25-Jun-08,7,a,Y,Topsham,1.4,0.05,0.032,0.005,0.025,1.1,43.96664548,-70.00010418
D038980001,27-Aug-08,4,a,Y,Topsham,4.7,0.3,0.056,0.005,0.025,0.25,43.95487926,-69.92875912
E002520001,26-Jan-09,25,a,Y,Topsham,0.1,0.05,0.0097,0.02,0.025,0.25,43.96228374,-69.91291912
E016430001,09-Jun-09,2,a,Y,Topsham,0.1,0.1,0.0044,0.1,0.025,0.25,43.95845338,-69.91510415
E010184001,05-May-09,5,a,,Topsham,0.1,,,,0.025,,43.95985428,-70.01491011
E018466001,28-Apr-09,12,a,Y,Topsham,0.1,0.2,0.087,0.025,0.025,0.25,43.95226346,-69.99284771
C006654001,14-Mar-07,5,b,,Topsham,0.1,0.1,0.00025,0.5,,0.52,43.95985428,-70.01491011
C054197001,13-Nov-07,35,b,,Topsham,2,,0.34,,,,,
E002438001,26-Jan-09,26,b,,Topsham,1.6,,,,0.025,,43.96262052,-70.01534251
A030491001,10-Jan-06,5,c,,Topsham,0.1,,,,,,,
C003437001,12-Feb-07,26,c,,Topsham,3,,0.096,,,5,43.96262052,-70.01534251
C054191001,13-Nov-07,35,c,,Topsham,6.1,,0.1,,0.005,0.25,,
B035650001,08-Nov-06,35,d,,Topsham,0.68,0.62,,,,,,
C050202001,24-Oct-07,26,d,,Topsham,1.7,,,5,,,43.96262052,-70.01534251
C041041001,19-Sep-07,999,,,Topsham,6.3,,,,,,,
C041043001,19-Sep-07,999,,,Topsham,3.5,,,,,,,
D009744001,04-Mar-08,999,,,Topsham,6.8,,,,,,,
Sample No,,,Rep,SingleSample,Town,,,,,,,,
A006137001,31-May-05,16,a,Y,Tremont,0.1,0.83,0.0039,0.67,0.005,0.7,,
A019984001,06-Mar-06,9,a,,Tremont,0.1,,0.11,0.1,0.005,0.6,,
A008843001,14-Jun-05,13,a,Y,Tremont,12,0.87,0.026,0.05,0.005,11,,
A025091001,15-Nov-05,3,a,Y,Tremont,0.9,1.5,0.00025,0.25,0.005,6.3,,
A025224001,01-Nov-05,5,a,Y,Tremont,9.4,0.82,0.0036,0.05,0.005,19,,
B003003001,24-Jan-06,15,a,Y,Tremont,0.1,0.1,0.064,1.79,0.005,0.5,,
B007009001,27-Feb-06,6,a,Y,Tremont,0.1,0.24,0.046,0.05,0.005,0.25,,
B017567001,16-May-06,22,a,Y,Tremont,2.8,0.1,0.0065,0.5,0.005,0.25,,
B040932001,27-Dec-06,2,a,Y,Tremont,3,0.42,0.00025,0.5,0.005,2.8,,
B030326001,05-Sep-06,19,a,,Tremont,0.1,,0.0015,,0.005,,,
B038350001,20-Nov-06,10,a,Y,Tremont,3.3,1.25,0.088,0.5,0.005,0.25,,
B041267001,16-Jan-07,1,a,Y,Tremont,0.1,,,,,,,
C019990001,04-Jun-07,4,a,,Tremont,0.1,0.37,0.00055,0.5,0.005,0.68,,
C048902001,09-Oct-07,7,a,Y,Tremont,0.1,0.05,0.00025,0.17,0.005,0.25,,
C049021001,22-Oct-07,12,a,Y,Tremont,0.1,0.05,2.7,0.62,0.005,0.76,,
C049202001,15-Oct-07,17,a,Y,Tremont,2.9,0.4,0.25,0.005,0.005,0.25,,
D000076001,07-Jan-08,20,a,Y,Tremont,0.1,0.2,0.52,1.1,0.005,3.4,,
D054980001,08-Dec-08,8,a,Y,Tremont,0.1,0.7,0.027,0.005,0.025,1.2,,
D030448001,23-Jul-08,18,a,,Tremont,12,,0.0099,,,,,
D044179001,30-Sep-08,21,a,,Tremont,0.1,,0.0044,1.1,0.025,,,
E025184001,08-Jun-09,14,a,Y,Tremont,0.71,0.1,0.00025,2.8,,4.5,,
E017893001,27-Apr-09,11,a,Y,Tremont,0.1,0.05,0.43,0.025,0.025,2.1,,
E029349003,01-Jul-09,23,a,Y,Tremont,1.1,0.05,0.79,0.025,,0.25,,
E029350001,01-Jul-09,24,a,Y,Tremont,0.1,0.05,0.063,2.3,,0.25,,
B029201001,23-Aug-06,19,b,,Tremont,0.1,0.1,,2.2,,0.25,,
C025004001,17-Jul-07,21,b,,Tremont,0.1,0.2,,0.34,,0.25,,
C047601001,01-Oct-07,9,b,,Tremont,0.1,0.3,0.01,,,0.25,,
D004681001,30-Jan-08,4,b,,Tremont,0.1,,,,,0.25,,
D030449001,23-Jul-08,18,b,,Tremont,12,0.4,,0.005,0.025,0.25,,
D002131001,14-Jan-08,19,c,,Tremont,0.1,,,,,,,
A017767001,21-Sep-05,1,a,Y,Trenton,1.9,0.1,0.054,0.05,0.005,0.8,,
A019594001,06-Sep-05,27,a,Y,Trenton,8.5,0.44,0.0021,2.07,0.005,4.2,44.40022177,-68.43129998
A024983001,31-Oct-05,41,a,Y,Trenton,31,0.9,0.0015,0.05,0.005,0.6,44.40829652,-68.42330568
A025182001,05-Dec-05,28,a,Y,Trenton,3.8,1.2,0.066,0.05,0.005,1.4,44.41916543,-68.39319148
B020526001,19-Jun-06,12,a,,Trenton,1.6,,,,,,44.4357681,-68.42693354
B021027001,27-Jun-06,10,a,Y,Trenton,4.5,0.53,0.022,0.5,0.005,1.5,44.45789932,-68.4249431
B003541001,27-Mar-06,37,a,Y,Trenton,0.1,0.1,0.0043,0.1,0.005,0.25,44.4500352,-68.4218635
B006527001,21-Feb-06,8,a,Y,Trenton,4.9,0.1,0.0065,0.05,0.005,1,,
B020726001,27-Jun-06,43,a,Y,Trenton,3.3,,,,,,44.46919974,-68.42285167
B012832001,10-Apr-06,25,a,Y,Trenton,18,0.23,0.14,0.05,0.005,0.9,44.40685963,-68.41222044
B031416001,10-Oct-06,2,a,Y,Trenton,8.2,0.57,0.00025,0.5,0.005,5.8,44.40455132,-68.43110308
B019739001,07-Jun-06,24,a,,Trenton,17,,0.013,1,,,44.40195352,-68.41388617
B020184001,17-Jun-06,36,a,,Trenton,30,0.1,0.003,0.5,0.005,0.9,44.40121185,-68.42134656
B021102001,21-Aug-06,6,a,Y,Trenton,0.6,0.1,0.00025,0.5,0.005,0.88,44.46583052,-68.42395346
B021287001,19-Jun-06,18,a,Y,Trenton,14,,,,,,44.44826075,-68.36966792
B030575001,06-Sep-06,4,a,Y,Trenton,18,0.95,0.11,0.5,0.005,1.1,44.43755372,-68.38132522
B032026001,25-Sep-06,16,a,Y,Trenton,24,0.1,0.0046,0.5,0.005,0.87,44.40494423,-68.41272624
C000317001,17-Apr-07,22,a,Y,Trenton,5.7,0.1,0.001,0.5,0.005,0.7,44.40996687,-68.4088378
C003460001,30-Jan-07,11,a,,Trenton,0.1,0.1,,0.5,0.005,,44.44252551,-68.40952285
C040219001,29-Aug-07,15,a,Y,Trenton,3.5,0.2,0.054,,0.005,0.25,44.41221809,-68.40258295
C024800001,25-Jun-07,40,a,Y,Trenton,0.71,0.05,0.00025,0.005,0.005,0.25,44.45096875,-68.42348511
C025372001,09-Jul-07,31,a,Y,Trenton,0.96,0.3,0.16,0.005,0.005,0.25,,
C025507001,09-Jul-07,13,a,,Trenton,15,,0.21,,0.005,1.4,,
C025933001,25-Jun-07,14,a,Y,Trenton,9.9,0.9,0.0037,0.02,0.005,2.9,44.403054,-68.43191262
C030720001,18-Jul-07,19,a,Y,Trenton,3.9,0.05,0.15,0.02,0.005,0.64,44.42957717,-68.42266158
D008695001,26-Feb-08,17,a,Y,Trenton,2.8,0.2,0.0054,0.005,0.01,1.2,44.4737253,-68.41996827
C036997001,21-Aug-07,21,a,,Trenton,97,0.2,,0.05,,0.59,44.40866595,-68.40943115
C039093001,05-Sep-07,3,a,Y,Trenton,0.1,0.1,0.017,0.21,0.005,3.3,44.45917286,-68.42469423
C039937001,11-Sep-07,30,a,Y,Trenton,21,0.05,0.096,0.13,0.005,0.73,44.40427603,-68.41526022
D007964001,27-Feb-08,32,a,,Trenton,2.8,,0.003,0.005,0.01,0.25,44.40456063,-68.41379023
D017598001,14-Jul-08,39,a,Y,Trenton,54,0.9,0.038,0.005,0.025,0.72,,
D021696001,19-May-08,33,a,Y,Trenton,10,0.2,0.94,0.005,0.025,0.25,44.48911456,-68.37169446
D034721001,05-Aug-08,35,a,Y,Trenton,15,0.8,0.022,0.03,0.025,0.66,44.4269989,-68.43069294
D032268001,22-Jul-08,26,a,Y,Trenton,1.4,0.2,0.03,0.005,0.025,1.1,44.4646703,-68.36214897
D033353001,28-Jul-08,5,a,Y,Trenton,13,1.6,0.031,0.005,0.025,0.95,44.43597377,-68.42664912
E016119001,21-Apr-09,20,a,Y,Trenton,8.9,1,0.01,0.025,0.025,1.6,44.42596178,-68.42850228
D045854001,02-Oct-08,44,a,Y,Trenton,19,0.9,0.068,0.005,0.025,4.8,44.40585796,-68.42983974
E021982001,18-May-09,9,a,Y,Trenton,22,1.5,0.027,0.025,0.025,0.83,,
E030272001,30-Jun-09,42,a,Y,Trenton,0.55,0.1,0.0081,0.025,,,,
E018598001,04-May-09,38,a,Y,Trenton,1.5,0.3,0.00025,0.27,0.025,,44.46123613,-68.42409064
E021867001,18-May-09,23,a,Y,Trenton,20,0.1,0.093,0.06,0.025,2.3,,
E029346001,29-Jun-09,34,a,Y,Trenton,5.9,0.7,0.027,0.025,,0.25,44.43994151,-68.42594724
E027917001,29-Jun-09,29,a,Y,Trenton,1.4,0.1,0.0028,0.025,,0.83,44.45026379,-68.42649624
E032521001,20-Jul-09,7,a,Y,Trenton,1,0.1,0.35,0.91,,0.25,44.42667029,-68.42577701
B020712001,19-Jun-06,13,b,,Trenton,15,0.84,,0.5,,,,
B038302001,04-Dec-06,11,b,,Trenton,0.1,,1.2,,,0.25,44.44252551,-68.40952285
C044790001,03-Jun-08,24,b,,Trenton,18,0.1,,,0.005,0.25,44.40195352,-68.41388617
D000532001,16-Jan-08,32,b,,Trenton,20,0.05,,,,0.25,44.40456063,-68.41379023
E005575001,18-Feb-09,12,b,,Trenton,0.59,0.1,0.32,3.8,0.025,0.25,44.4357681,-68.42693354
D012597001,26-Mar-08,36,b,,Trenton,0.1,,,,,,44.40121185,-68.42134656
D056787001,06-Jan-09,21,b,,Trenton,0.1,,,,,,44.40866595,-68.40943115
A025511001,31-Oct-05,13,c,,Trenton,14,,,,,,,
D056786001,06-Jan-09,21,c,,Trenton,0.1,,,,,,44.40866595,-68.40943115
C021716001,11-Jul-07,2,a,Y,Trescott Twp,7.1,0.3,0.0052,0.005,0.005,0.25,,
C011931001,18-Sep-07,4,a,Y,Trescott Twp,0.1,,0.0025,0.08,0.005,10,,
C048608001,01-Oct-07,6,a,Y,Trescott Twp,1,0.1,0.00025,0.68,0.005,0.25,,
B035526001,12-May-08,1,a,Y,Trescott Twp,1.1,0.1,0.021,0.03,0.005,0.25,,
D053514001,25-Nov-08,5,a,,Trescott Twp,1.1,,,,,,,
D049211001,20-Oct-08,3,a,Y,Trescott Twp,0.75,0.05,0.00093,0.5,0.025,0.25,,
D049431001,21-Oct-08,5,b,,Trescott Twp,130,,,,,,,
B014748001,08-May-06,2,a,,Troy,0.1,,,0.5,,,44.67049186,-69.2700241
D013006001,09-Apr-08,1,a,Y,Troy,0.56,0.05,0.0056,1.1,0.025,3.1,44.67200914,-69.20674804
E018621001,03-Jun-09,2,b,,Troy,0.1,0.1,0.12,,0.025,2.1,44.67049186,-69.2700241
A003971001,11-May-02,30,a,Y,Turner,0.1,,,,,,44.30378184,-70.22246275
A024327001,18-Oct-05,38,a,Y,Turner,0.1,0.76,0.059,0.05,0.005,0.7,44.25211159,-70.21944496
A028257001,30-Nov-05,61,a,Y,Turner,0.1,0.1,0.0014,1.64,0.005,4.6,,
B018361001,13-Jun-06,56,a,,Turner,0.1,,0.0014,,,,,
B018364001,21-Jun-06,73,a,Y,Turner,0.7,0.1,0.0038,0.5,0.005,0.7,,
B018366001,13-Jun-06,75,a,Y,Turner,0.1,0.1,0.0042,1,0.005,0.25,,
B018369001,13-Jun-06,88,a,Y,Turner,0.1,0.1,0.00025,0.5,0.005,0.25,,
B023525001,17-Jul-06,87,a,Y,Turner,7.4,0.57,0.0062,0.5,0.005,38,,
A030114001,03-Jan-06,1,a,Y,Turner,0.1,0.1,0.0035,1.67,0.005,3.4,44.26287593,-70.2638122
B014154001,21-Jun-06,74,a,Y,Turner,0.1,0.1,0.027,0.5,0.005,0.25,,
B023545001,05-Jul-06,86,a,Y,Turner,0.1,0.1,0.00025,1.6,0.005,1.1,,
B023558001,17-Jul-06,57,a,,Turner,0.6,0.1,0.001,1,0.005,3.7,,
B020365001,21-Jun-06,72,a,Y,Turner,1.8,0.1,0.0019,0.5,0.005,0.7,,
B020366001,21-Jun-06,71,a,Y,Turner,5.3,0.1,0.0013,0.5,0.005,16,,
B014143001,21-Jun-06,78,a,Y,Turner,0.1,0.1,0.00025,1.6,0.005,0.25,,
B031535001,18-Sep-06,23,a,Y,Turner,0.1,0.1,0.004,0.5,0.005,0.25,44.19543116,-70.23918797
B014958001,08-May-06,2,a,Y,Turner,84,0.1,0.018,0.5,0.005,3.7,,
B017334001,11-Jul-06,4,a,,Turner,1.5,,0.00025,0.5,,,44.26935037,-70.26787282
B017716001,30-May-06,40,a,Y,Turner,0.1,0.22,0.022,0.5,0.005,0.25,,
B018374001,13-Jun-06,79,a,Y,Turner,0.1,0.1,0.0032,1,0.005,0.25,,
B018380001,13-Jun-06,58,a,,Turner,0.5,,0.00025,0.5,0.005,0.5,,
B031499001,18-Sep-06,52,a,Y,Turner,2.1,,,,,,,
B019830001,28-Jun-06,28,a,Y,Turner,0.1,0.1,0.0022,1.8,0.005,0.25,,
B020368001,21-Jun-06,64,a,Y,Turner,33,0.35,0.00025,0.5,0.005,23,,
B020376001,21-Jun-06,63,a,Y,Turner,26,1.99,0.015,0.5,0.005,1,,
B020377001,21-Jun-06,62,a,Y,Turner,0.1,0.1,0.0026,0.5,0.005,0.5,,
B020384001,21-Jun-06,82,a,Y,Turner,2.5,0.23,0.00025,0.5,0.005,2,,
B020388001,21-Jun-06,85,a,Y,Turner,0.1,0.1,0.064,3.3,0.005,0.25,,
B037890001,29-Nov-06,41,a,Y,Turner,0.1,0.81,0.058,0.5,0.005,0.25,44.2576893,-70.21778151
B026014001,31-Jul-06,19,a,Y,Turner,0.6,1.76,0.073,0.5,0.005,2.4,44.34675958,-70.21305193
B023591001,05-Jul-06,89,a,Y,Turner,6.2,0.1,0.15,3.2,0.005,2.7,,
B023623001,10-Jul-06,18,a,,Turner,40,,,,,,44.21552644,-70.26619244
B024129001,10-Jul-06,3,a,Y,Turner,0.1,0.1,0.0062,1,0.005,0.25,,
B041396001,27-Dec-06,33,a,Y,Turner,9.2,2.6,0.00098,0.5,0.005,13,44.19101188,-70.24244501
B025031001,19-Jul-06,20,a,Y,Turner,0.1,0.1,0.0025,1.5,0.005,1.8,44.27220497,-70.25568643
B025948001,26-Jul-06,34,a,Y,Turner,1.9,0.23,0.00025,2.3,0.005,92,44.34657923,-70.26398897
B031286001,18-Sep-06,46,a,Y,Turner,2,0.24,0.018,0.5,0.005,2.4,,
B037946001,13-Nov-06,50,a,,Turner,0.1,0.1,0.0011,,0.005,0.25,,
B038814001,30-Nov-06,5,a,,Turner,0.1,0.39,0.046,0.5,0.005,0.25,44.27112534,-70.21893183
C022760001,11-Jun-07,12,a,Y,Turner,0.1,0.33,0.017,0.5,0.005,,44.30702307,-70.27199093
C023925001,04-Sep-07,16,a,Y,Turner,0.67,0.2,0.0017,,0.005,3,,
C008892001,12-Mar-07,22,a,Y,Turner,23,0.44,0.00075,0.5,0.005,10,44.23403826,-70.31241334
C023617001,12-Jun-07,13,a,Y,Turner,14,1.26,0.0065,0.5,0.005,3.6,,
C025598001,24-Jul-07,67,a,Y,Turner,1.8,0.2,0.041,0.005,0.005,34,,
C013899001,13-Sep-07,55,a,,Turner,8.1,,,,,,,
C025022001,22-Oct-07,26,a,Y,Turner,0.56,2.9,0.00096,0.005,0.005,0.25,44.26303903,-70.19756741
C026478001,24-Jul-07,83,a,Y,Turner,0.1,0.05,0.0057,0.22,0.005,0.25,,
C026482001,24-Jul-07,54,a,,Turner,0.1,0.3,0.0065,0.15,,5.3,,
C026483001,24-Jul-07,81,a,Y,Turner,0.1,0.05,0.0046,5.9,0.005,4.2,,
C026484001,24-Jul-07,77,a,Y,Turner,0.1,0.05,0.15,0.01,0.005,0.25,,
C026497001,30-Jul-07,76,a,Y,Turner,0.1,0.05,0.0093,2.9,0.005,18,,
C026500001,13-Sep-07,94,a,Y,Turner,0.1,0.05,0.013,1.4,0.005,0.25,,
C031239001,17-Jul-07,15,a,Y,Turner,0.1,0.05,0.00025,0.41,0.005,0.25,,
C052951001,03-Jan-08,45,a,,Turner,2.1,,,,,,,
C052955001,07-Jan-08,47,a,,Turner,0.1,,,,,,,
C035297001,10-Oct-07,32,a,Y,Turner,0.1,0.5,0.0083,0.005,0.005,0.25,44.3317876,-70.21457499
D009171001,20-Mar-08,53,a,,Turner,18,,,,,,,
C054343001,27-Nov-07,24,a,Y,Turner,17,0.2,0.00025,1.4,0.005,9.4,44.19430851,-70.2662552
C037805001,07-Feb-08,95,a,,Turner,4.6,,0.0082,,0.005,2.4,,
C058621001,05-Mar-08,17,a,,Turner,0.1,,0.00025,,,0.25,44.30664899,-70.22098439
D002855001,28-Jan-08,25,a,Y,Turner,12,0.2,0.0073,0.005,0.005,2,,
D005331001,19-Feb-08,14,a,,Turner,10,,,,,,,
D007414001,12-Mar-08,21,a,Y,Turner,0.1,0.1,0.027,0.38,0.01,6.5,44.34043558,-70.23872265
D007957001,01-Apr-08,48,a,Y,Turner,0.1,0.05,0.0039,1.7,0.01,0.25,,
D013270001,30-Mar-08,10,a,Y,Turner,0.1,0.5,0.11,0.005,0.025,0.25,,
D018709001,06-May-08,37,a,Y,Turner,2.5,0.2,0.00094,0.68,0.025,2.3,,
D021452001,14-May-08,27,a,Y,Turner,0.1,0.2,0.00025,0.005,0.025,0.25,,
D034108001,21-Aug-08,31,a,Y,Turner,16,0.1,0.0018,0.33,0.025,7.3,44.2622297,-70.19340945
D037699001,13-Aug-08,43,a,,Turner,19,,,,,,,
D034733001,04-Aug-08,6,a,,Turner,14,0.1,0.00064,0.52,0.025,49,44.19980984,-70.27339002
D041034001,10-Sep-08,35,a,Y,Turner,2,0.05,0.00025,1.4,0.025,2.1,,
D027084001,23-Jun-08,51,a,Y,Turner,0.1,0.05,0.036,7,0.025,1.4,,
D027455001,25-Jun-08,39,a,Y,Turner,0.1,0.3,0.028,0.005,0.025,0.25,44.27332985,-70.26050269
D029186001,14-Oct-08,7,a,,Turner,3.5,0.1,,,,,45.10731747,-68.93216401
E016015001,30-Apr-09,59,a,Y,Turner,0.1,0.5,0.028,0.025,0.025,0.96,,
E000531001,27-Jan-09,9,a,Y,Turner,4.8,2.7,0.083,0.005,0.025,11,,
E008419001,04-Mar-09,65,a,Y,Turner,9.6,0.8,0.015,0.32,0.025,67,,
E008420001,04-Mar-09,60,a,Y,Turner,0.1,0.5,0.075,0.005,0.025,0.25,,
E008421001,04-Mar-09,66,a,Y,Turner,1.7,0.3,0.0017,0.29,0.025,46,,
E008935001,16-Mar-09,11,a,,Turner,0.1,,,,0.025,0.25,44.26916827,-70.21308685
E010201001,14-Apr-09,8,a,Y,Turner,0.1,0.6,0.025,0.025,0.025,0.25,44.32115183,-70.21452111
E024914001,09-Jun-09,36,a,Y,Turner,0.1,0.2,0.059,0.1,1.4,0.25,44.26936634,-70.21388186
E012943001,03-Jun-09,29,a,,Turner,0.1,1.5,0.0019,0.05,0.025,4.4,44.28720731,-70.25544473
E014467001,30-Apr-09,68,a,Y,Turner,0.1,0.7,0.086,0.025,0.025,0.25,,
E014468001,30-Apr-09,69,a,Y,Turner,0.1,0.8,0.017,0.025,0.025,0.25,,
E014470001,30-Apr-09,80,a,Y,Turner,0.1,0.05,0.0012,0.37,0.025,2,,
E014488001,21-Apr-09,93,a,Y,Turner,0.1,0.3,0.046,0.025,0.025,0.25,,
E014568001,21-Apr-09,70,a,Y,Turner,0.1,0.05,0.00025,2.5,0.025,0.25,,
E014569001,21-Apr-09,92,a,Y,Turner,0.1,0.6,0.042,0.025,0.025,0.25,,
E014574001,21-Apr-09,91,a,Y,Turner,0.1,0.4,0.021,0.025,0.025,3.2,,
E015944001,11-May-09,90,a,Y,Turner,14,1.4,0.011,0.43,0.025,39,,
E015948001,30-Apr-09,84,a,Y,Turner,0.1,0.7,0.021,0.025,0.025,0.25,,
E017865001,01-May-09,49,a,Y,Turner,0.1,1.1,0.00025,0.025,0.025,0.25,,
E032496001,13-Jul-09,42,a,Y,Turner,0.51,0.05,0.0011,0.15,,0.25,,
A024022001,09-Nov-05,50,b,,Turner,0.1,,,2.16,,,,
B018368001,13-Jun-06,56,b,,Turner,0.1,0.1,0.0041,1.3,,,,
B023526001,17-Jul-06,57,b,,Turner,0.1,,0.0054,,,,,
E023905001,14-Jul-09,44,a,Y,Turner,2.3,,,,,,,
B006513001,01-Mar-06,14,b,,Turner,0.1,,,0.05,0.005,,,
B014140001,13-Jun-06,58,b,,Turner,0.1,0.1,0.00025,,,,,
B023590001,05-Jul-06,55,b,,Turner,11,0.36,0.0005,0.5,0.005,7.4,,
B028024001,14-Aug-06,18,b,,Turner,49,0.27,,0.5,,,44.21552644,-70.26619244
C003452001,13-Feb-07,11,b,,Turner,0.1,0.25,0.00025,0.5,,,44.26916827,-70.21308685
C007589001,28-Feb-07,29,b,,Turner,0.1,,,0.5,,,44.28720731,-70.25544473
C044170001,25-Sep-07,17,b,,Turner,0.1,0.5,,0.04,0.005,,44.30664899,-70.22098439
C058099001,19-Dec-07,5,b,,Turner,0.1,,,,,,44.27112534,-70.21893183
D009180001,20-Mar-08,53,b,,Turner,14,,,,,,,
C052946001,03-Jan-08,45,b,,Turner,19,,,,,,,
C052952001,07-Jan-08,47,b,,Turner,54,,,,,,,
D052916001,10-Dec-08,95,b,,Turner,3.1,,0.0023,,,,,
D038572001,19-Sep-08,54,b,,Turner,0.1,,0.0066,,0.025,,,
D048020001,15-Oct-08,4,b,,Turner,2.2,0.2,,,0.025,5.1,44.26935037,-70.26787282
E018602003,09-Jun-09,7,b,,Turner,9.5,,0.092,0.1,0.025,0.68,,
D035137001,04-Aug-08,43,b,,Turner,17,,,,,,,
D059188001,05-Jan-09,6,b,,Turner,0.1,,,,,0.25,44.19980984,-70.27339002
A025252001,04-Jan-06,14,c,,Turner,13,0.24,0.046,,,4.4,45.11709885,-68.96218447
D029249001,21-Jul-08,18,c,,Turner,49,,0.00076,,0.025,10,44.21552644,-70.26619244
C013896001,06-Aug-07,55,c,,Turner,12,,,,,,,
C052949001,07-Jan-08,47,c,,Turner,55,,,,,,,
D009187001,20-Mar-08,53,c,,Turner,21,,,,,,,
C040090001,15-Feb-08,47,d,,Turner,50,,,,,,,
C040087001,15-Feb-08,47,e,,Turner,36,,,,,,,
A009069001,15-Jun-05,22,a,Y,Union,0.9,0.39,0.16,0.1,0.005,0.8,44.19801347,-69.26307663
A028148001,27-Apr-06,26,a,Y,Union,10,,,,,0.25,44.24121757,-69.27840804
A009079001,19-Jun-05,13,a,Y,Union,41,0.1,0.19,0.05,0.005,0.25,,
A016772001,01-Sep-05,27,a,Y,Union,40,0.38,0.76,0.05,0.005,0.25,44.18823348,-69.28548568
